"DSNUM","NAME","Lat","Long","Coordinate_System","USGS_ID","HUC","METHOD_SOURCE","Data_Source","ECOREGION","STATE","Surface_Area_acres","DRAIN_SQMILE","NET_SED_CONTRIB_SQMILE","SEDI_RATE_MEAN_ACFT_YR","Sed_Yield_m_yr","Sed_Yield_mm_yr","Sed.Rate..mm.yr.","slope_calc","forest_calc","crops_calc"
"72024","NIELSON",382626,1224247,"",".",".","5","RESSED","11.1","CA",2.05,"0.187",0.184,0.185,"0.000478835",0.478835404,27.5,0.148968691058502,0,0.05
"33007","DEMPCY POND",403600,1001760,"",".",".","5","RESSED","9.4","NE",2.78,"0.516",0.51,0.208888889,"0.000195064",0.195064173,22.9,3.28517295639823,0,34.73
"74013","VERNON CHRIST POND",452711,1210745,"",".",".","5","RESSED","10.1","OR",0.92,"0.089",0.088,0.021359223,"0.000115594",0.115593957,7.1,6.65065659092848,0.91,65.82
"45021","STATE FISH HATCHERY LAKE",361956,953323,"",".",".","5","RESSED","9.2","OK",4.2,"1.21",1.2,0.22,"8.7312E-05",0.087311969,16,2.11325546878603,28.18,0
"7014","NORWOOD LAKE (TILLERY)",351224,800357,"WGS84","0212373600","03040104","7","RESSED","8.3","NC",5000,"4600",431,301.1111111,"0.000332722",0.332722262,18.4,6.29428117206177,56.26,4.66
"19064","CARR FORK LAKE (DEFEATED CREEK SEDIMENT BASIN)",371346,830158,"","03277446","05100201","7","RESSED","8.4","KY",10.7,"3.29",3.29,6.555555556,"0.000948956",0.94895573,186.7,18.5826445882824,68.12,0
"60029","BIG HORN MT. TANK NO. 1",332936,1125611,"",".",".","5","RESSED","10.2","AZ",3.13,"0.51",0.51,0.055813953,"5.21201E-05",0.052120066,5.4,0.939566554781753,0,33.06
"60031","CENTENNIAL WASH TANK",332936,1125611,"",".",".","5","RESSED","10.2","AZ",0.95,"0.6",0.6,0.055045872,"4.36924E-05",0.043692395,17.7,0.939566554781753,0,33.06
"36003","FARMERS DITCH OLD DESILTING BASIN",422435,961636,"",".",".","1","RESSED","9.2","IA",194,"22.9",21.4,123.1578947,"0.002740822",2.740821997,193.5,2.51367075919043,0.46,79.91
"78002","BLACK CANYON",435549,1162613,"",".",".","1","RESSED","6.2","ID",1100,"2680",1948,242.3404255,"5.92474E-05",0.059247395,67.2,17.2547943077866,54.44,0.16
"51027","HONEY CREEK, SITE NO. 12",331819,964012,"","08058000","12030106","1","RESSED","9.4","TX",48,"1.28",1.2,3.509893993,"0.001392981",1.392980709,22.3,1.85001049135087,17.7,14.83
"51026","HONEY CREEK, SITE NO. 11",331808,964122,"","08057500","12030106","1","RESSED","9.4","TX",87.5,"1.99",1.85,5.562264151,"0.001431898",1.431898484,19.4,1.85001049135087,17.7,14.83
"56004","FRESS POND",303400,1003835,"",".",".","5","RESSED","9.4","TX",3.17,"0.435",0.43,0.031775701,"3.51932E-05",0.035193222,3.1,1.12285350804863,0,0
"52002","MEDINA LAKE",293225,985602,"","08179500","12100302","7","RESSED","9.4","TX",5647,"587",578,256.1253561,"0.000211036",0.211036262,13.8,7.77283630725429,43.92,0.11
"15031","ENID Lake",340937,895414,"","07275000","08030203","7","RESSED","8.3","MS",27950,"560",516,285.7575758,"0.000263743",0.26374267,3.1,3.43933935376021,52.41,3.81
"48012","FORT CARSON RESERVOIR 2",382747,1045648,"",".",".","1","RESSED","6.2","CO",0.95,"0.44",0.44,0.106498195,"0.000115271",0.115271493,34.2,4.9551530935024,0.36,0
"59","Lake of the Pines",324506,942950,"WGS84","7345900","11140305",".","Texas Water Board",".","TX",17638,"850.0",850,386.7714286,"0.000216704",0.217,6.7,2.19907746744106,37.73,0.03
"22031","RED MILL POND",420050,835630,"",".",".","1","RESSED","8.2","MI",114.8,"172.9",25.9,3.403193613,"6.25776E-05",0.062577649,9,1.68401083226903,17.87,29.58
"70042","FAIR OAKS DEBRIS BASIN",341212,1180828,"",".",".","1","RESSED","11.1","CA",NA,"0.21",0.21,1.98359882,"0.004498491",4.4984914,NA,7.36746810378347,2.17,0
"60014","HALFMOON",325824,1110951,"",".",".","1","RESSED","10.2","AZ",1.3,"0.2",0.2,0.152631579,"0.000363452",0.363451737,35.8,1.05985102068794,0,0.22
"37002","ELKINS STOCK POND NO. 2",442213,1010115,"",".",".","5","RESSED","9.3","SD",1.26,"0.33",0.33,0.044444444,"6.4141E-05",0.064141024,10.8,2.39357018539215,0,11.78
"51015","BRIDGEPORT RESERVOIR",331311,974947,"","08043000","12030101","7","RESSED","9.4","TX",11400,"1051",1033,NA,"",NA,NA,2.07892399117676,17.14,1.48
"37001","ELKINS STOCK POND NO. 1",442213,1010115,"",".",".","5","RESSED","9.3","SD",4.28,"0.58",0.57,0.094019934,"7.85557E-05",0.078555651,6.7,2.39357018539215,0,11.78
"78","Ray Hubbard",324800,962945,"WGS84","8061550","12030106",".","Texas Water Board",".","TX",20963,"1071.0",1071,1025.945946,"0.000456213",0.456,14.9,1.2946642261095,12.17,11.64
"7010","HIGH ROCK",353602,801405,"WGS84","02122500","03040103","7","RESSED","8.3","NC",15833,"3930",3863,1807.272727,"0.000222808",0.222808284,34.8,6.57716020239273,54.81,4.9
"46050","LANGE",372457,973820,"",".",".","1","RESSED","9.4","KS",1.6,"0.31",0.31,0.246846847,"0.000379226",0.379226116,47,0.595854625010221,4.56,73.01
"60032","NEW TANK",333445,1131340,"",".",".","1","RESSED","10.2","AZ",1.14,"1.88",1.88,0.177386935,"4.49362E-05",0.044936178,47.4,0.332311794886378,0,0.16
"35050","NILES WALLACE POND",405134,995912,"",".",".","5","RESSED","9.4","NE",0.99,"0.81",0.81,0.035573123,"2.09156E-05",0.020915551,11,0.0572957604145006,0,65.06
"43001","BUFFALO BILL",443004,1091058,"","06281500","10080013","1","RESSED","10.1","WY",6711,"1470",1470,761.1649215,"0.0002466",0.246600401,34.6,22.6751720925755,42.96,0.12
"48006","CUCHARAS RESERVOIR",374455,1043557,"",".",".","7","RESSED","9.4","CO",1391,"608",608,564.2222222,"0.000441956",0.44195592,123.6,7.7615864544479,26.87,0.1
"42002","TONGUE RIVER",450758,1064610,"","06307500","10090101","1","RESSED","9.3","MT",3497,"1740",1734.5,326.7021277,"8.97036E-05",0.089703628,28.5,9.19080670310972,21.93,1.38
"35043","ROSS FARM RESERVOIR",404324,960700,"",".",".","5","RESSED","9.2","NE",1.51,"0.077",0.074,0.156666667,"0.001008271",1.008270896,31.6,2.7137887545055,4.4,76.27
"51018","MABANK CITY LAKE",322039,960505,"",".",".","1","RESSED","8.3","TX",23,"0.36",0.33,1.84375,"0.00266085",2.660850298,24.4,1.00830161752564,12.37,0
"57020","NORTH SALEM (HATCH VALLEY ARROYO WATERSHED)",324304,1071239,"",".",".","1","RESSED","10.2","NM",23.22,"3.8",3.8,1.348543689,"0.000169011",0.169010533,17.7,4.4144782116496,0,11.64
"21030","CHRISTENER POND",412416,814323,"",".",".","5","RESSED","8.1","OH",0.88,"0.09",0.09,0.056481481,"0.000298879",0.298879356,19.6,1.09421634128738,3.59,0
"71012","LA GRANGE",374020,1202639,"",".",".","1","RESSED","11.1","CA",54.1,"1501",1501,125.1485149,"3.97079E-05",0.03970794,705.1,16.6729581508201,47.97,0
"62006","JESSE JUDD TANK",365742,1123120,"",".",".","1","RESSED","10.1","AZ",3.21,"3.49",3.49,0.428712871,"5.85024E-05",0.058502368,40.7,2.92526993894404,0.02,0
"19029","LAKE ALMA",390839,823105,"",".",".","1","RESSED","8.4","OH",70,"0.81",0.7,0.587649402,"0.000399809",0.399809037,2.6,8.23916372190249,73.98,0.45
"24017","ANDERSON LAKE",395153,901827,"",".",".","1","RESSED","8.2","IL",20,"0.631",0.6,0.765116279,"0.000607307",0.607307354,11.7,3.25661833013615,33.15,54.93
"15001","LAKE HAMILTON",342634,930135,"WGS84","07358501","08040101","7","RESSED","8.4","AR",4878,"1421",1413.4,158.0412371,"5.32522E-05",0.053252216,9.9,6.74673405342484,73.58,0
"75001","DIABLO",484249,1210752,"",".",".","1","RESSED","6.2","WA",700,"1100",1100,59.66666667,"2.58328E-05",0.025832797,26,30.0107302306304,41.87,0
"58014","PEARSON NO.28",333243,1053418,"",".",".","5","RESSED","6.2","NM",2.74,"0.16",0.16,0.073584906,"0.000219029",0.219028739,8.2,6.25465319070908,12.06,0
"58009","PEARSON NO. 6",333243,1053418,"",".",".","5","RESSED","6.2","NM",0.58,"0.19",0.19,0.162264151,"0.000406725",0.406725432,85.3,6.25465319070908,12.06,0
"58010","PEARSON NO. 8",333243,1053418,"",".",".","5","RESSED","6.2","NM",0.73,"0.24",0.24,0.462264151,"0.0009173",0.917299847,193,6.25465319070908,12.06,0
"22029","FORD LAKE",421221,833328,"","04174900","04090005","7","RESSED","8.1","MI",969,"790",11.2,50.99722992,"0.002168507",2.168507417,16,1.4893547265514,21.03,13.89
"58007","BANCROFT NO. 9",333243,1053418,"",".",".","5","RESSED","6.2","NM",0.67,"0.57",0.57,0.524299065,"0.000438063",0.438063003,238.5,6.25465319070908,12.06,0
"58008","BANCROFT NO.11",333243,1053418,"",".",".","5","RESSED","6.2","NM",0.8,"0.69",0.69,0.23364486,"0.000161265",0.161264765,89,6.25465319070908,12.06,0
"58012","PEARSON NO.12",333243,1053418,"",".",".","5","RESSED","6.2","NM",2.74,"0.71",0.71,0.381818182,"0.000256112",0.256112399,42.5,6.25465319070908,12.06,0
"87","Striker",315602,945834,"WGS84","8033800","12020004",".","Texas Water Board",".","TX",1920,"148.0",148,157.3076923,"0.000506198",0.506,25,2.1475854282985,35.41,0
"30001","LAKE BRONSON",484323,963801,"",".",".","7","RESSED","5.2","MN",309.3,"439",438.5,16.10679612,"1.74933E-05",0.017493307,15.9,0.183345868623007,6.66,52.43
"45026","BEVOY",370615,962958,"",".",".","5","RESSED","9.4","KS",3.7,"0.16",0.16,0.070484581,"0.0002098",0.209800486,5.8,3.4850088133311,25.68,0
"58011","PEARSON NO. 9",333243,1053418,"",".",".","5","RESSED","6.2","NM",3.34,"1.56",1.56,0.709174312,"0.000216501",0.216501418,64.7,6.25465319070908,12.06,0
"53021","LAKE LEON",322146,984033,"","08099000","12070201","7","RESSED","9.4","TX",175,"225",224.7,17.48792271,"3.70653E-05",0.037065298,30.5,1.31184406819283,13.03,6.05
"58013","PEARSON NO.18",333243,1053418,"",".",".","5","RESSED","6.2","NM",3.97,"1.8",1.8,1.252336449,"0.000331345",0.331345337,96.1,6.25465319070908,12.06,0
"45034","STAATS",370600,963000,"",".",".","5","RESSED","9.4","KS",8.74,"0.49",0.49,0.198870056,"0.000193288",0.193288344,6.9,3.4850088133311,25.68,0
"25902","Mark Twain Lake",393128,913839,"","05507700","07110007","1","RESSED","8.3","MO",38580,"2318",2258,4267,"0.000899976",0.899976259,33.7,1.67828618566187,16.82,38.02
"52013","THORNTON LAKE",294739,984354,"",".",".","5","RESSED","9.4","TX",11.66,"1.54",1.52,2.503448276,"0.000784382",0.784381574,65.4,2.6623359738792,29.79,0.09
"17003","SHAFER LAKE",404649,864535,"","03332500","05120106","1","RESSED","8.1","IN",1400,"1700",1698,39.70930233,"1.11375E-05",0.01113748,8.6,0.876557033074006,8.33,75.09
"22028","BELLEVILLE LAKE",421251,832627,"",".",".","1","RESSED","8.1","MI",1260,"810",20.3,49.125,"0.001152495",1.152494532,11.9,1.47217747105457,20.77,13.7
"78006","MILTON BRANCH POND",443422,1164030,"",".",".","5","RESSED","6.2","ID",8.26,"0.436",0.424,0.111607143,"0.00012536",0.125359855,4.1,5.3927405917774,0.07,6.97
"78007","W.B. WINNINGER POND",443422,1164030,"",".",".","5","RESSED","6.2","ID",3.21,"0.543",0.538,0.123170732,"0.000109033",0.109032908,11.7,5.3927405917774,0.07,6.97
"78005","ANDY ANDERSON POND",443422,1164030,"",".",".","5","RESSED","6.2","ID",15.85,"0.614",0.59,0.076406926,"6.16756E-05",0.061675555,1.5,5.3927405917774,0.07,6.97
"58901","Santa Rosa Lake",350144,1044118,"","08382810","13060001","7","RESSED","10.1","NM",10594,"2434",2417,976.6216216,"0.000192434",0.1924341,28.1,7.55898692754787,39.72,0.11
"17007","VERMILION LAKE",400923,873907,"",".",".","7","RESSED","8.2","IL",875,"267",266,47.6284585,"8.52741E-05",0.085274118,16.6,0.842187299586356,3.82,86.8
"22030","BARTON POND",421830,834515,"","04174448","04090005","7","RESSED","8.1","MI",300,"708",183,10.14787431,"2.64093E-05",0.026409266,10.3,1.47790325245019,21.35,14.1
"27001","ELK CREEK LAKE",444849,913916,"",".",".","1","RESSED","8.1","WI",66,"60",60,14.77124183,"0.000117246",0.117246019,68.2,2.68520441183452,25.91,50.6
"37017","LAND UTILIZATION PROJECT NO. 243-5",442425,1001225,"",".",".","5","RESSED","9.3","SD",0.67,"0.072",0.07,0.049350649,"0.000335759",0.335758626,22.5,1.00257380376006,0,43.43
"37015","LAND UTILIZATION PROJECT NO. 243-1",442436,1001236,"",".",".","5","RESSED","9.3","SD",0.83,"0.108",0.106,0.085844156,"0.000385689",0.385688968,31.5,1.00257380376006,0,43.43
"37018","LAND UTILIZATION PROJECT NO. 243-6",442428,1001228,"",".",".","5","RESSED","9.3","SD",0.85,"0.117",0.116,0.054805195,"0.000225007",0.225007029,19.7,1.00257380376006,0,43.43
"37016","LAND UTILIZATION PROJECT NO. 243-2",442421,1001221,"",".",".","5","RESSED","9.3","SD",1.9,"0.134",0.131,0.288831169,"0.001050038",1.050038227,46.3,1.00257380376006,0,43.43
"37010","LAND UTILIZATION PROJECT NO. 226-25",442407,1001207,"",".",".","5","RESSED","9.3","SD",2.1,"0.147",0.144,0.114675325,"0.000379262",0.37926244,16.6,1.00257380376006,0,43.43
"37020","LAND UTILIZATION PROJECT NO. 243-11",442439,1001239,"",".",".","5","RESSED","9.3","SD",1.3,"0.339",0.338,0.090428571,"0.000127415",0.127415223,21.2,1.00257380376006,0,43.43
"37012","LAND UTILIZATION PROJECT NO. 226-32",442410,1001210,"",".",".","5","RESSED","9.3","SD",3.2,"0.477",0.472,0.239879518,"0.000242038",0.242037978,22.8,1.00257380376006,0,43.43
"37014","LAND UTILIZATION PROJECT NO. 226-35",442418,1001218,"",".",".","5","RESSED","9.3","SD",4.3,"0.508",0.502,0.316944444,"0.000300685",0.300685008,22.5,1.00257380376006,0,43.43
"37019","LAND UTILIZATION PROJECT NO. 243-10",442443,1001243,"",".",".","5","RESSED","9.3","SD",1.2,"0.533",0.532,0.117605634,"0.000105281",0.105280719,29.9,1.00257380376006,0,43.43
"34010","KIOWA CREEK WATERSHED Q-51",391001,1043115,"",".",".","1","RESSED","9.4","CO",2.9,"0.56",0.56,0.247674419,"0.000210633",0.210632544,26,3.6733478405563,32.49,0.35
"34012","KIOWA CREEK WATERSHED, B-9",391058,1043243,"",".",".","1","RESSED","9.4","CO",7.23,"0.65",0.64,0.057291667,"4.26328E-05",0.042632797,2.4,3.6733478405563,32.49,0.35
"64010","STARVATION RESERVOIR",401124,1102655,"","09288395","14060004","7","RESSED","10.1","UT",3310,"950",775,117.3,"7.20823E-05",0.072082304,10.8,14.5420107951442,52.4,0.03
"72009","GERBER",395330,1221908,"",".",".","1","RESSED","11.1","CA",17,"0.31",0.28,0.271328671,"0.000461498",0.461498193,4.9,3.53638165322654,0,0
"32028","DODD",393417,961249,"",".",".","1","RESSED","9.2","KS",8.03,"0.64",0.63,1.015116279,"0.000767375",0.767374902,38.5,3.16523271189773,21.4,19.51
"34011","KIOWA CREEK WATERSHED, J-33",390618,1043332,"",".",".","1","RESSED","9.4","CO",6.94,"1.07",1.06,0.055555556,"2.49605E-05",0.02496054,2.4,3.6733478405563,32.49,0.35
"70086","SEPULVEDA FLOOD CONTROL BASIN",341000,1182826,"","11092450","18070105","7","RESSED","11.1","CA",1295,"152",142,7.193877551,"2.41272E-05",0.024127207,1.7,7.93027056040582,1.29,0.1
"24032","ETCHESONS LAKE",390041,890650,"",".",".","1","RESSED","8.3","IL",19.7,"0.27",0.26,0.245033113,"0.000448832",0.448831963,3.8,1.60958784459938,27.94,45.92
"77","Proctor",315809,982908,"WGS84","8099400","12070201",".","Texas Water Board",".","TX",4537,"1259.0",1259,103.7631579,"3.92509E-05",0.039,7,1.39201349528185,15.01,8.31
"34008","KIOWA CREEK WATERSHED R-3",390918,1043121,"",".",".","1","RESSED","9.4","CO",20.81,"2.84",2.81,0.542713568,"9.19807E-05",0.091980699,7.9,3.6733478405563,32.49,0.35
"31021","COX",394247,963749,"",".",".","1","RESSED","9.2","KS",1.62,"0.31",0.3,0.329885057,"0.000523689",0.523689345,62.1,3.02812419668358,6.74,20.16
"66003","ROCKY FORD RESERVOIR",381301,1125007,"","10238500","16030007","7","RESSED","10.1","UT",1129,"510",508,68.13229572,"6.38736E-05",0.063873639,18.4,11.2493183691595,52.86,1.64
"16017","CRAB ORCHARD LAKE",374249,890853,"","05598050","07140106","7","RESSED","8.3","IL",6965,"171",160,305.8928571,"0.000910504",0.910503671,13.4,2.1876350962762,43.69,12.6
"57004","CORNFIELD WASH  (1)",354655,1071127,"",".",".","1","RESSED","10.1","NM",4.75,"0.29",0.28,1.442105263,"0.002452852",2.452851627,92.5,4.36321398857713,0.23,0
"34019","KIOWA CREEK K-79",390401,1043454,"",".",".","1","RESSED","9.4","CO",16.58,"3.36",3.33,0.409045226,"5.85005E-05",0.058500482,7.5,3.6733478405563,32.49,0.35
"47010","LAHEY",372310,1011305,"",".",".","1","RESSED","9.4","KS",19.5,"2.78",2.75,0.307017544,"5.31695E-05",0.053169533,4.8,0.275017629540377,0,81.42
"57011","CORNFIELD WASH (15)",355054,1071028,"",".",".","1","RESSED","10.1","NM",5.52,"1.04",1.03,0.014705882,"6.79964E-06",0.006799645,0.8,4.36321398857713,0.23,0
"79002","SALMON FALLS",421244,1144402,"","13106500","17040213","7","RESSED","10.1","ID",3400,"1560",1555,52.27373068,"1.60098E-05",0.016009783,4.7,8.07635172615472,3.16,0.01
"74019","H.J. ANDREWS NO. 2",441246,1221445,"",".",".","1","RESSED","6.2","OR",0.043,"0.233",0.233,0.005033557,"1.02885E-05",0.010288485,35.7,24.2325098614333,98.94,0
"53026","WHITE TANK",314233,985926,"",".",".","5","RESSED","9.4","TX",1.6,"0.8",0.8,0.185416667,"0.00011038",0.110380188,35.3,0.389605295646715,8.51,5.83
"89","Texana",285322,963459,"WGS84","8164525","12100102",".","Texas Water Board",".","TX",9676,"1370.0",1370,202.4333333,"7.0371E-05",0.07,6.4,0.572938697683486,21.58,27.4
"50006","C.W. LESTER FARM POND NO. 2",353650,994015,"",".",".","5","RESSED","9.4","OK",3.7,"0.64",0.63,0.64,"0.000483807",0.483806582,52.7,2.19335630373867,0.71,17.05
"74018","H. J. ANDREWS NO. 1",441226,1221528,"",".",".","1","RESSED","6.2","OR",0.049,"0.37",0.37,0.078301887,"0.000100787",0.100786613,487.1,24.2325098614333,98.94,0
"74020","H.J. ANDREWS NO. 3",441310,1221433,"","14161200","17090004","1","RESSED","6.2","OR",0.02,"0.391",0.391,0.018972603,"2.31091E-05",0.023109072,289.1,24.2325098614333,98.94,0
"70058","STOUGH DEBRIS BASIN",341200,1181812,"",".",".","1","RESSED","11.1","CA",NA,"1.65",1.65,1.923160763,"0.000555091",0.555090754,NA,9.83170980146717,0.3,0
"70063","WEST RAVINE DEBRIS BASIN",341209,1180926,"",".",".","1","RESSED","11.1","CA",NA,"0.25",0.25,2.452366864,"0.00467173",4.67173047,NA,8.90582605374678,0.45,0.33
"52019","VAHLSING LAKE",280656,974701,"",".",".","1","RESSED","8.5","TX",86.57,"13.86",13.72,3.315555556,"0.000115089",0.115089193,11.7,0.527106300430244,3.88,53.37
"46046","COBERLY",382351,1002550,"",".",".","1","RESSED","9.4","KS",16.6,"2.1",2.1,0.241428571,"5.47522E-05",0.054752218,4.4,0.12032096010587,0.01,80.77
"70049","LINCOLN DEBRIS BASIN",341209,1180926,"",".",".","1","RESSED","11.1","CA",NA,"0.5",0.5,1.713908873,"0.001632488",1.632488275,NA,8.90582605374678,0.45,0.33
"70051","PARADISE DEBRIS BASIN",341237,1181109,"",".",".","1","RESSED","11.1","CA",NA,"0.58",0.58,0.829661017,"0.000681248",0.681247684,NA,8.90582605374678,0.45,0.33
"70105","WILDWOOD DEBRIS BASIN",342207,1183201,"",".",".","1","RESSED","11.1","CA",NA,"0.65",0.65,1.611111111,"0.001180442",1.18044154,NA,7.20398272075595,3.49,0
"19002","RADFORD",370440,803421,"","03170500","05050001","1","RESSED","8.4","VA",113,"329",329,63.43434343,"9.1825E-05",0.091824992,171.1,9.70928924733125,56.88,0.43
"70069","DEER DEBRIS BASIN",341135,1181429,"",".",".","1","RESSED","11.1","CA",NA,"0.59",0.59,4.635135135,"0.003741474",3.741474044,NA,13.3819110936943,1.36,0.01
"37025","EGGARS",430446,981734,"",".",".","5","RESSED","9.3","SD",15.86,"10.3",10.3,1.095714286,"5.06632E-05",0.05066318,21.1,0.527106300430244,0.91,59.17
"60004","ROOSEVELT - SALT RIVER PROJECT",334016,1110938,"","334017111094002","15060103","7","RESSED","6.2","AZ",17787,"5760",5760,3852.60274,"0.00031854",0.318540087,66,12.8765572926122,61.18,0
"35034","LUGN RESERVOIR",403544,962313,"",".",".","5","RESSED","9.2","NE",3.57,"0.263",0.257,0.77,"0.001426888",1.426888211,65.7,2.65661873146913,8.79,63.08
"70057","SPARR DEBRIS BASIN",341203,1181335,"",".",".","1","RESSED","11.1","CA",NA,"0.84",0.84,0.913333333,"0.000517824",0.517824232,NA,13.3819110936943,1.36,0.01
"24004","LAKE DECATUR",394933,885721,"","05573500","07130006","1","RESSED","8.2","IL",3093,"906",901.5,157.760181,"8.3342E-05",0.083342018,15.5,0.527106300430244,3.28,82.88
"24001","LAKE WILLIAMSON (ARTIC POND)",391441,895000,"",".",".","1","RESSED","8.2","IL",15.9,"0.53",0.51,0.717948718,"0.000670433",0.670433329,13.8,1.52370843111758,22.65,28.4
"16031","ROUGH RIVER FRS NO. 1",374327,862345,"","03318005","05110004","1","RESSED","8.3","KY",41.8,"2.86",2.85,NA,"",NA,NA,5.47791313412182,46.41,9.88
"35008","OTTO GOSLAR",420427,953906,"",".",".","1","RESSED","9.2","IA",1.72,"0.089",0.086,NA,"",NA,NA,4.10108925002876,2,88.21
"19012","BYLLESBY RESERVOIR",364709,805558,"","03165400","05050001","7","RESSED","8.4","VA",335,"1310",1310,225.907173,"8.2128E-05",0.082127967,205.5,12.8220951602465,64.44,0.17
"53030","LAKE BROWNWOOD",315017,990006,"","08143000","12090107","1","RESSED","9.4","TX",7298,"1544",1533,513.3088235,"0.000159466",0.159466302,21.4,1.59241252827392,7.37,9.92
"17010","FARINA LAKE",385436,884333,"",".",".","1","RESSED","8.3","IL",4.3,"0.538",0.531,0.102990033,"9.23704E-05",0.092370443,7.3,1.7984965501532,50.06,38.17
"53901","Proctor Lake",315809,982908,"","08099400","12070201","7","RESSED","9.4","TX",14029,"1265",1243,157.7433628,"6.04383E-05",0.06043831,3.4,1.39201349528185,15.01,8.31
"45056","JOHN REDMOND DAM & RESERVOIR",381430,954524,"",".",".","7","RESSED","9.2","KS",31690,"3015",2519,1523.047619,"0.00028795",0.287950384,14.6,1.71263355854868,4.56,25.28
"24041","MACOUPIN COUNTY LAKE CLUB",391510,895447,"",".",".","1","RESSED","8.2","IL",15.9,"0.28",0.26,0.457407407,"0.000837842",0.837842128,8.8,1.75842813618195,31.45,45
"70005","STONE CANYON RESERVOIR",340623,1182713,"",".",".","7","RESSED","11.1","CA",129,"1.36",1.16,2.70718232,"0.001111455",1.111454949,6.4,9.08469027171981,2.59,0.13
"70081","SIERRA MADRE VILLA DEBRIS BASIN",341015,1180437,"",".",".","1","RESSED","11.1","CA",NA,"1.46",1.46,10.80610329,"0.003524915",3.524914656,NA,6.01676039904951,0.82,0.09
"33004","FLANNAGIN RESERVOIR",401457,1001842,"","03209000","05070202","5","RESSED","9.4","NE",2.11,"0.5",0.497,NA,"",NA,NA,0.177616347527647,0,68.96
"30006","GWINNER DAM",461516,974025,"",".",".","1","RESSED","9.2","ND",2.73,"0.226",0.222,0.130845771,"0.000280698",0.280697836,14.6,0.761988940235269,0.15,75.49
"79003","PIONEER",425941,1150347,"","13154120","17040212","1","RESSED","10.1","ID",500,"183",183,7.305389222,"1.90119E-05",0.01901186,4.5,5.69357408411351,0.02,3.83
"71002","ATASCADERO PARK LAKE",352802,1204005,"",".",".","1","RESSED","11.1","CA",15,"1",1,0.4778157,"0.000227558",0.227558343,9.7,5.04044448116499,5.63,0.01
